review_id,date,year,month,review_text,rating,sentiment,spam_mentioned,country,app_version,helpful_count,review_length
REV0219,2020-12-28,2020,12,Brilliant app for managing calls and blocking telemarketers Keep up the good work.,5,Positive,Yes,Nigeria,15.0,5,82
REV0949,2021-01-10,2021,1,"Best caller ID app I have ever used, works perfectly Best decision to download this.",5,Positive,Yes,India,15.0,2,84
REV0959,2021-01-12,2021,1,Acceptable performance but premium features are overpriced Room for improvement.,3,Neutral,Yes,Brazil,13.5,4,80
REV0547,2021-01-12,2021,1,App is very slow and takes too long to load caller info Zero stars if possible.,1,Negative,Yes,Brazil,14.5,0,79
REV0909,2021-01-13,2021,1,Perfect solution for spam calls and unknown numbers Great job developers.,4,Positive,Yes,India,14.0,1,73
REV0741,2021-01-16,2021,1,Works sometimes but not consistent enough for daily use Just okay for now.,4,Neutral,Yes,India,14.5,11,74
REV0372,2021-01-16,2021,1,Great app for blocking unwanted calls and identifying callers Highly recommended!,5,Positive,No,India,15.0,0,81
REV0334,2021-01-16,2021,1,Fantastic app that works flawlessly without any issues Highly recommended!,4,Positive,No,India,15.5,0,74
REV0854,2021-01-16,2021,1,Spam calls still getting through despite having this app Uninstalling this app now.,1,Negative,Yes,Nigeria,13.5,1,83
REV0070,2021-01-19,2021,1,App is very slow and takes too long to load caller info Very disappointed.,1,Negative,No,India,15.0,4,74
REV0581,2021-01-27,2021,1,"Really useful app, cannot imagine using phone without it Five stars from me.",5,Positive,No,Nigeria,15.0,2,76
REV0824,2021-02-05,2021,2,Number lookup is wrong most of the time very inaccurate Please fix this immediately.,2,Negative,No,India,15.5,1,84
REV0436,2021-02-08,2021,2,Battery draining app that makes phone run hot all the time Zero stars if possible.,1,Negative,No,UK,14.5,0,82
REV0915,2021-02-08,2021,2,Number lookup is wrong most of the time very inaccurate Very disappointed.,2,Negative,No,USA,15.0,7,74
REV0796,2021-02-13,2021,2,Perfect solution for spam calls and unknown numbers Best decision to download this.,5,Positive,Yes,Brazil,14.5,5,83
REV0574,2021-02-14,2021,2,Decent app but there are better alternatives available Could be better.,4,Neutral,Yes,India,14.0,16,71
REV0504,2021-02-17,2021,2,Very helpful app for identifying unknown callers and blocking spam Best decision to download this.,5,Positive,Yes,India,15.0,1,98
REV0130,2021-02-27,2021,2,Terrible customer support and no response to complaints Uninstalling this app now.,1,Negative,No,UK,15.0,3,82
REV0742,2021-02-27,2021,2,Love how it instantly identifies unknown numbers Highly recommended!,5,Positive,No,UK,14.5,2,68
REV0345,2021-02-27,2021,2,This app has made my phone experience so much better Highly recommended!,5,Positive,Yes,India,14.0,1,72
REV0263,2021-02-28,2021,2,"Worst update ever, completely ruined the user experience Dev team should address this.",2,Negative,No,India,13.0,3,86
REV0704,2021-03-03,2021,3,App is very slow and takes too long to load caller info Please fix this immediately.,1,Negative,Yes,USA,15.5,4,84
REV0592,2021-03-05,2021,3,Fantastic app that works flawlessly without any issues Highly recommended!,5,Positive,No,USA,15.5,0,74
REV0918,2021-03-06,2021,3,Love how it instantly identifies unknown numbers Keep up the good work.,5,Positive,Yes,India,15.0,1,71
REV0364,2021-03-06,2021,3,Too many ads and the premium version is very expensive Please fix this immediately.,1,Negative,No,India,13.0,1,83
REV0276,2021-03-08,2021,3,Great app for blocking unwanted calls and identifying callers Will definitely recommend to friends.,5,Positive,No,India,13.5,8,99
REV0409,2021-03-11,2021,3,Wonderful app with great user interface and smooth performance Great job developers.,5,Positive,Yes,Indonesia,15.0,1,84
REV0543,2021-03-11,2021,3,Terrible customer support and no response to complaints Not worth the download.,1,Negative,No,India,15.0,0,79
REV0607,2021-03-11,2021,3,"Neutral opinion, app does what it promises nothing more Room for improvement.",3,Neutral,No,India,14.0,7,77
REV0620,2021-03-18,2021,3,Not bad but definitely not the best caller ID app out there Could be better.,3,Neutral,No,India,14.5,0,76
REV0233,2021-03-19,2021,3,This app has made my phone experience so much better Keep up the good work.,5,Positive,No,Brazil,14.5,0,75
REV0359,2021-03-19,2021,3,Amazing app that saves time by filtering spam calls Best decision to download this.,5,Positive,Yes,India,15.0,5,83
REV0421,2021-03-20,2021,3,"Keeps showing wrong names for contacts, very frustrating Not worth the download.",1,Negative,No,India,15.5,0,80
REV0820,2021-03-21,2021,3,Amazing app that saves time by filtering spam calls Will definitely recommend to friends.,5,Positive,Yes,India,15.5,1,89
REV0636,2021-03-21,2021,3,Terrible customer support and no response to complaints Needs major improvements.,1,Negative,No,USA,14.0,2,81
REV0352,2021-03-22,2021,3,"Neutral opinion, app does what it promises nothing more Room for improvement.",4,Neutral,No,Indonesia,13.5,0,77
REV0008,2021-03-23,2021,3,Very helpful app for identifying unknown callers and blocking spam Best decision to download this.,5,Positive,Yes,USA,14.5,2,98
REV0224,2021-03-26,2021,3,"Best caller ID app I have ever used, works perfectly Highly recommended!",4,Positive,Yes,India,15.5,3,72
REV0501,2021-03-27,2021,3,Spam calls still getting through despite having this app Uninstalling this app now.,2,Negative,Yes,USA,15.0,5,83
REV0859,2021-03-28,2021,3,"Disappointed with quality, expected much better performance Very disappointed.",1,Negative,Yes,India,15.5,4,78
REV0553,2021-04-02,2021,4,Battery draining app that makes phone run hot all the time Needs major improvements.,1,Negative,No,USA,14.5,0,84
REV0065,2021-04-06,2021,4,"Disappointed with quality, expected much better performance Dev team should address this.",2,Negative,No,India,15.5,4,89
REV0107,2021-04-08,2021,4,Great app for blocking unwanted calls and identifying callers Keep up the good work.,4,Positive,Yes,India,13.0,1,84
REV0802,2021-04-14,2021,4,Superb caller identification and spam protection features Will definitely recommend to friends.,5,Positive,Yes,Nigeria,14.0,5,95
REV0169,2021-04-15,2021,4,"Best caller ID app I have ever used, works perfectly Great job developers.",5,Positive,No,Indonesia,15.5,0,74
REV0155,2021-04-16,2021,4,Perfect solution for spam calls and unknown numbers Great job developers.,4,Positive,Yes,India,15.0,0,73
REV0719,2021-04-16,2021,4,Terrible customer support and no response to complaints Needs major improvements.,2,Negative,Yes,Indonesia,13.5,6,81
REV0748,2021-04-17,2021,4,"Disappointed with quality, expected much better performance Needs major improvements.",1,Negative,Yes,UK,13.0,1,85
REV0815,2021-04-17,2021,4,Amazing app that saves time by filtering spam calls Great job developers.,5,Positive,Yes,UK,13.0,3,73
REV0689,2021-04-19,2021,4,Great app for blocking unwanted calls and identifying callers Highly recommended!,4,Positive,Yes,India,15.0,3,81
REV0786,2021-04-26,2021,4,Truecaller is a must-have app for every smartphone user Best decision to download this.,5,Positive,Yes,Brazil,15.0,1,87
REV0131,2021-05-08,2021,5,Number lookup is wrong most of the time very inaccurate Needs major improvements.,1,Negative,No,India,14.0,7,81
REV0728,2021-05-08,2021,5,Privacy concerns as it uploads contacts without permission Needs major improvements.,1,Negative,Yes,USA,13.5,1,84
REV0788,2021-05-10,2021,5,Great app for blocking unwanted calls and identifying callers Very satisfied with this app.,5,Positive,No,India,15.5,5,91
REV0187,2021-05-11,2021,5,Great app for blocking unwanted calls and identifying callers Best decision to download this.,5,Positive,Yes,India,15.5,9,93
REV0183,2021-05-11,2021,5,Too much data collection and privacy invasion issues Not worth the download.,1,Negative,No,India,14.0,0,76
REV0594,2021-05-11,2021,5,This app has made my phone experience so much better Best decision to download this.,5,Positive,Yes,Brazil,13.5,1,84
REV0987,2021-05-13,2021,5,Not bad but definitely not the best caller ID app out there Hope to see updates soon.,3,Neutral,No,USA,13.5,10,85
REV0249,2021-05-14,2021,5,Superb caller identification and spam protection features Very satisfied with this app.,5,Positive,Yes,India,14.0,0,87
REV0584,2021-05-15,2021,5,Wonderful app with great user interface and smooth performance Keep up the good work.,5,Positive,No,Brazil,15.5,0,85
REV0523,2021-05-15,2021,5,Acceptable performance but premium features are overpriced Could be better.,3,Neutral,Yes,USA,15.0,4,75
REV0797,2021-05-23,2021,5,Superb caller identification and spam protection features Very satisfied with this app.,5,Positive,Yes,India,13.5,0,87
REV0289,2021-05-25,2021,5,Too much data collection and privacy invasion issues Zero stars if possible.,2,Negative,No,USA,15.0,1,76
REV0143,2021-05-25,2021,5,This app has made my phone experience so much better Will definitely recommend to friends.,5,Positive,Yes,India,13.0,1,90
REV0164,2021-05-27,2021,5,"Really useful app, cannot imagine using phone without it Will definitely recommend to friends.",5,Positive,Yes,Brazil,13.5,0,94
REV0418,2021-05-28,2021,5,Privacy concerns as it uploads contacts without permission Please fix this immediately.,2,Negative,No,India,15.5,1,87
REV0889,2021-06-05,2021,6,"Really useful app, cannot imagine using phone without it Best decision to download this.",5,Positive,Yes,India,13.5,1,88
REV0941,2021-06-06,2021,6,Number lookup is wrong most of the time very inaccurate Uninstalling this app now.,2,Negative,No,India,15.0,0,82
REV0186,2021-06-06,2021,6,App keeps crashing frequently and drains battery fast Zero stars if possible.,1,Negative,No,India,15.0,2,77
REV0206,2021-06-06,2021,6,Acceptable performance but premium features are overpriced Hope to see updates soon.,3,Neutral,No,India,15.0,1,84
REV0934,2021-06-08,2021,6,"Disappointed with quality, expected much better performance Not worth the download.",2,Negative,No,India,13.5,3,83
REV0756,2021-06-11,2021,6,Superb caller identification and spam protection features Five stars from me.,4,Positive,Yes,India,15.0,2,77
REV0512,2021-06-27,2021,6,Wonderful app with great user interface and smooth performance Great job developers.,5,Positive,No,UK,15.0,2,84
REV0737,2021-07-04,2021,7,Great app for blocking unwanted calls and identifying callers Best decision to download this.,4,Positive,Yes,India,13.5,9,93
REV0309,2021-07-04,2021,7,App is fine but could use more features and better UI Not fully satisfied.,3,Neutral,Yes,Brazil,15.5,5,74
REV0902,2021-07-06,2021,7,"Mixed experience with this app, some features work well Not fully satisfied.",3,Neutral,No,India,15.0,0,76
REV0965,2021-07-12,2021,7,Amazing app that saves time by filtering spam calls Keep up the good work.,5,Positive,Yes,Brazil,15.5,0,74
REV0150,2021-07-13,2021,7,App keeps crashing frequently and drains battery fast Very disappointed.,1,Negative,No,Nigeria,13.0,0,72
REV0751,2021-07-13,2021,7,The app has become useless after the latest update Needs major improvements.,1,Negative,Yes,India,14.5,1,76
REV0890,2021-07-17,2021,7,Decent app but there are better alternatives available Just okay for now.,4,Neutral,Yes,USA,15.5,0,73
REV0544,2021-07-20,2021,7,Great app for blocking unwanted calls and identifying callers Five stars from me.,5,Positive,No,India,14.5,0,81
REV0122,2021-07-22,2021,7,Amazing app that saves time by filtering spam calls Five stars from me.,5,Positive,Yes,India,14.0,5,71
REV0861,2021-07-24,2021,7,"Worst update ever, completely ruined the user experience Very disappointed.",1,Negative,Yes,India,13.5,12,75
REV0638,2021-07-26,2021,7,The app has become useless after the latest update Needs major improvements.,1,Negative,No,India,14.5,1,76
REV0729,2021-07-26,2021,7,Amazing app that saves time by filtering spam calls Very satisfied with this app.,4,Positive,Yes,India,13.5,1,81
REV0152,2021-08-01,2021,8,Terrible customer support and no response to complaints Zero stars if possible.,1,Negative,No,India,15.0,0,79
REV0264,2021-08-01,2021,8,Too many ads and the premium version is very expensive Not worth the download.,1,Negative,No,India,15.0,2,78
REV0988,2021-08-02,2021,8,Outstanding performance and very accurate caller ID Great job developers.,5,Positive,Yes,UK,15.5,3,73
REV0319,2021-08-03,2021,8,"Best caller ID app I have ever used, works perfectly Best decision to download this.",4,Positive,No,Nigeria,15.5,1,84
REV0518,2021-08-03,2021,8,"Mixed experience with this app, some features work well Just okay for now.",3,Neutral,No,India,15.0,0,74
REV0814,2021-08-03,2021,8,Very helpful app for identifying unknown callers and blocking spam Five stars from me.,5,Positive,Yes,India,15.5,0,86
REV0179,2021-08-04,2021,8,Love how it instantly identifies unknown numbers Best decision to download this.,4,Positive,No,India,13.0,0,80
REV0600,2021-08-05,2021,8,Truecaller is a must-have app for every smartphone user Five stars from me.,5,Positive,No,USA,14.5,3,75
REV0158,2021-08-05,2021,8,Privacy concerns as it uploads contacts without permission Dev team should address this.,2,Negative,No,India,13.5,6,88
REV0161,2021-08-06,2021,8,Amazing app that saves time by filtering spam calls Best decision to download this.,5,Positive,Yes,India,14.0,1,83
REV0697,2021-08-08,2021,8,"Keeps showing wrong names for contacts, very frustrating Zero stars if possible.",2,Negative,No,India,14.5,3,80
REV0531,2021-08-10,2021,8,Fantastic app that works flawlessly without any issues Very satisfied with this app.,4,Positive,No,India,15.0,2,84
REV0021,2021-08-13,2021,8,Number lookup is wrong most of the time very inaccurate Very disappointed.,2,Negative,Yes,India,14.0,1,74
REV0389,2021-08-15,2021,8,"Keeps showing wrong names for contacts, very frustrating Needs major improvements.",1,Negative,No,India,15.0,3,82
REV0962,2021-08-28,2021,8,"Excellent spam detection feature, highly recommended Highly recommended!",4,Positive,Yes,Nigeria,15.0,3,72
REV0432,2021-08-28,2021,8,Very helpful app for identifying unknown callers and blocking spam Very satisfied with this app.,5,Positive,Yes,UK,15.5,4,96
REV0040,2021-09-01,2021,9,Amazing app that saves time by filtering spam calls Great job developers.,5,Positive,Yes,India,15.0,0,73
REV0540,2021-09-02,2021,9,Superb caller identification and spam protection features Will definitely recommend to friends.,4,Positive,Yes,Indonesia,15.0,2,95
REV0414,2021-09-03,2021,9,Brilliant app for managing calls and blocking telemarketers Very satisfied with this app.,5,Positive,Yes,Nigeria,15.5,0,89
REV0509,2021-09-03,2021,9,"Excellent spam detection feature, highly recommended Great job developers.",4,Positive,Yes,India,14.0,1,74
REV0469,2021-09-09,2021,9,Great app for blocking unwanted calls and identifying callers Best decision to download this.,5,Positive,No,USA,15.0,0,93
REV0559,2021-09-11,2021,9,Amazing app that saves time by filtering spam calls Will definitely recommend to friends.,4,Positive,Yes,India,15.5,2,89
REV0110,2021-09-11,2021,9,Fantastic app that works flawlessly without any issues Best decision to download this.,4,Positive,No,India,15.0,2,86
REV0297,2021-09-12,2021,9,Privacy concerns as it uploads contacts without permission Dev team should address this.,1,Negative,No,Brazil,13.0,6,88
REV0567,2021-09-13,2021,9,Terrible customer support and no response to complaints Needs major improvements.,2,Negative,No,USA,13.5,0,81
REV0749,2021-09-14,2021,9,Privacy concerns as it uploads contacts without permission Uninstalling this app now.,1,Negative,No,UK,15.0,4,85
REV0610,2021-09-14,2021,9,This app has made my phone experience so much better Five stars from me.,4,Positive,No,India,15.0,7,72
REV0240,2021-09-15,2021,9,Fantastic app that works flawlessly without any issues Best decision to download this.,4,Positive,No,UK,14.0,3,86
REV0227,2021-09-16,2021,9,App is fine but could use more features and better UI Might switch to another app.,3,Neutral,No,USA,15.5,0,82
REV0769,2021-09-17,2021,9,Decent app but there are better alternatives available Hope to see updates soon.,3,Neutral,No,India,14.5,0,80
REV0139,2021-09-18,2021,9,"Does not work properly on my device, keeps showing errors Needs major improvements.",1,Negative,No,India,13.5,0,83
REV0804,2021-09-19,2021,9,App is fine but could use more features and better UI Just okay for now.,3,Neutral,Yes,India,14.5,1,72
REV0839,2021-09-20,2021,9,The app has become useless after the latest update Not worth the download.,1,Negative,Yes,India,15.0,2,74
REV0738,2021-09-24,2021,9,App is very slow and takes too long to load caller info Very disappointed.,2,Negative,No,India,14.0,0,74
REV0210,2021-09-25,2021,9,Number lookup is wrong most of the time very inaccurate Please fix this immediately.,1,Negative,No,India,13.5,2,84
REV0033,2021-09-28,2021,9,"Neutral opinion, app does what it promises nothing more Just okay for now.",3,Neutral,No,India,15.0,6,74
REV0172,2021-10-01,2021,10,App is fine but could use more features and better UI Could be better.,4,Neutral,No,Brazil,13.0,2,70
REV0481,2021-10-05,2021,10,Outstanding performance and very accurate caller ID Highly recommended!,5,Positive,No,India,13.5,8,71
REV0975,2021-10-05,2021,10,Regular updates but the core functionality stays the same Not fully satisfied.,3,Neutral,Yes,UK,14.5,2,78
REV0679,2021-10-08,2021,10,Very buggy app with constant notifications that annoy me Zero stars if possible.,2,Negative,No,UK,15.0,2,80
REV0211,2021-10-08,2021,10,Outstanding performance and very accurate caller ID Best decision to download this.,5,Positive,No,India,13.0,0,83
REV0979,2021-10-09,2021,10,The app has become useless after the latest update Very disappointed.,1,Negative,Yes,India,15.0,5,69
REV0225,2021-10-10,2021,10,Too much data collection and privacy invasion issues Dev team should address this.,1,Negative,No,India,15.5,0,82
REV0862,2021-10-12,2021,10,"Really useful app, cannot imagine using phone without it Highly recommended!",4,Positive,Yes,Brazil,14.5,2,76
REV0377,2021-10-13,2021,10,Outstanding performance and very accurate caller ID Will definitely recommend to friends.,5,Positive,No,India,15.5,2,89
REV0448,2021-10-18,2021,10,"Really useful app, cannot imagine using phone without it Will definitely recommend to friends.",5,Positive,Yes,India,13.5,1,94
REV0398,2021-10-18,2021,10,"Mixed experience with this app, some features work well Hope to see updates soon.",3,Neutral,No,USA,14.5,2,81
REV0255,2021-10-19,2021,10,Brilliant app for managing calls and blocking telemarketers Keep up the good work.,4,Positive,Yes,India,15.5,2,82
REV0363,2021-10-20,2021,10,Brilliant app for managing calls and blocking telemarketers Keep up the good work.,5,Positive,Yes,Brazil,14.0,3,82
REV0589,2021-10-22,2021,10,Not bad but definitely not the best caller ID app out there Just okay for now.,3,Neutral,No,Brazil,14.5,1,78
REV0927,2021-10-23,2021,10,Very helpful app for identifying unknown callers and blocking spam Five stars from me.,5,Positive,Yes,USA,14.5,18,86
REV0695,2021-10-25,2021,10,Too many ads and the premium version is very expensive Uninstalling this app now.,1,Negative,No,India,14.5,0,81
REV0853,2021-11-03,2021,11,Too much data collection and privacy invasion issues Not worth the download.,2,Negative,No,USA,14.5,1,76
REV0813,2021-11-03,2021,11,Truecaller is a must-have app for every smartphone user Will definitely recommend to friends.,4,Positive,No,USA,15.0,3,93
REV0166,2021-11-03,2021,11,"Worst update ever, completely ruined the user experience Very disappointed.",2,Negative,No,USA,14.5,0,75
REV0038,2021-11-10,2021,11,Wonderful app with great user interface and smooth performance Highly recommended!,5,Positive,No,India,15.5,1,82
REV0590,2021-11-13,2021,11,Amazing app that saves time by filtering spam calls Great job developers.,4,Positive,Yes,India,15.0,0,73
REV0626,2021-11-14,2021,11,Okay for basic call identification but needs improvement Could be better.,4,Neutral,No,UK,14.0,0,73
REV0091,2021-11-14,2021,11,Average app with some good features and some bad ones Could be better.,3,Neutral,No,UK,15.0,1,70
REV0675,2021-11-14,2021,11,"Really useful app, cannot imagine using phone without it Very satisfied with this app.",5,Positive,No,USA,15.5,0,86
REV0634,2021-11-17,2021,11,"Excellent spam detection feature, highly recommended Five stars from me.",5,Positive,Yes,Indonesia,15.5,12,72
REV0740,2021-11-19,2021,11,Love how it instantly identifies unknown numbers Will definitely recommend to friends.,4,Positive,No,Brazil,15.5,0,86
REV0019,2021-11-21,2021,11,"Excellent spam detection feature, highly recommended Very satisfied with this app.",4,Positive,Yes,India,15.5,4,82
REV0842,2021-11-22,2021,11,Fantastic app that works flawlessly without any issues Best decision to download this.,5,Positive,No,India,14.0,4,86
REV0491,2021-12-03,2021,12,Fantastic app that works flawlessly without any issues Keep up the good work.,5,Positive,No,UK,15.5,0,77
REV0330,2021-12-03,2021,12,Superb caller identification and spam protection features Highly recommended!,5,Positive,Yes,India,15.5,5,77
REV0746,2021-12-04,2021,12,App is fine but could use more features and better UI Could be better.,4,Neutral,Yes,India,15.0,1,70
REV0683,2021-12-06,2021,12,Fantastic app that works flawlessly without any issues Highly recommended!,5,Positive,Yes,India,13.0,0,74
REV0248,2021-12-10,2021,12,Amazing app that saves time by filtering spam calls Will definitely recommend to friends.,4,Positive,Yes,India,14.5,3,89
REV0663,2021-12-16,2021,12,Brilliant app for managing calls and blocking telemarketers Very satisfied with this app.,5,Positive,Yes,Nigeria,14.5,2,89
REV0236,2021-12-16,2021,12,Great app for blocking unwanted calls and identifying callers Will definitely recommend to friends.,4,Positive,Yes,India,15.0,8,99
REV0069,2021-12-16,2021,12,"Neutral opinion, app does what it promises nothing more Not fully satisfied.",3,Neutral,Yes,Indonesia,15.5,2,76
REV0565,2021-12-16,2021,12,Truecaller is a must-have app for every smartphone user Very satisfied with this app.,5,Positive,Yes,USA,13.0,3,85
REV0570,2021-12-16,2021,12,The app has become useless after the latest update Uninstalling this app now.,1,Negative,Yes,USA,14.0,0,77
REV0202,2021-12-18,2021,12,App is very slow and takes too long to load caller info Please fix this immediately.,1,Negative,Yes,Indonesia,14.5,1,84
REV0027,2021-12-18,2021,12,Privacy concerns as it uploads contacts without permission Very disappointed.,2,Negative,No,UK,14.5,3,77
REV0623,2021-12-18,2021,12,This app has made my phone experience so much better Very satisfied with this app.,5,Positive,No,India,15.0,4,82
REV0784,2021-12-20,2021,12,Great app for blocking unwanted calls and identifying callers Best decision to download this.,5,Positive,No,India,15.0,2,93
REV0304,2021-12-22,2021,12,"Worst update ever, completely ruined the user experience Needs major improvements.",1,Negative,Yes,India,15.0,4,82
REV0346,2021-12-24,2021,12,Very buggy app with constant notifications that annoy me Please fix this immediately.,1,Negative,No,Nigeria,15.5,6,85
REV0068,2021-12-24,2021,12,"Excellent spam detection feature, highly recommended Will definitely recommend to friends.",5,Positive,Yes,Nigeria,14.5,0,90
REV0693,2021-12-24,2021,12,Privacy concerns as it uploads contacts without permission Dev team should address this.,1,Negative,Yes,India,15.0,5,88
REV0175,2021-12-25,2021,12,Decent app but there are better alternatives available Could be better.,3,Neutral,Yes,India,15.5,0,71
REV0051,2022-01-03,2022,1,Outstanding performance and very accurate caller ID Five stars from me.,5,Positive,No,USA,15.0,11,71
REV0102,2022-01-06,2022,1,Wonderful app with great user interface and smooth performance Will definitely recommend to friends.,5,Positive,No,UK,13.0,4,100
REV0403,2022-01-08,2022,1,Fantastic app that works flawlessly without any issues Five stars from me.,4,Positive,No,Indonesia,14.5,0,74
REV0132,2022-01-08,2022,1,Privacy concerns as it uploads contacts without permission Please fix this immediately.,1,Negative,No,Indonesia,14.0,2,87
REV0059,2022-01-13,2022,1,Fantastic app that works flawlessly without any issues Highly recommended!,5,Positive,No,Nigeria,15.0,0,74
REV0858,2022-01-16,2022,1,App keeps crashing frequently and drains battery fast Very disappointed.,2,Negative,No,Nigeria,15.0,6,72
REV0205,2022-01-19,2022,1,"Best caller ID app I have ever used, works perfectly Best decision to download this.",5,Positive,Yes,India,15.5,1,84
REV0724,2022-01-24,2022,1,Perfect solution for spam calls and unknown numbers Great job developers.,4,Positive,Yes,India,15.5,5,73
REV0985,2022-02-04,2022,2,Outstanding performance and very accurate caller ID Great job developers.,5,Positive,No,Brazil,14.0,0,73
REV0386,2022-02-05,2022,2,Amazing app that saves time by filtering spam calls Five stars from me.,5,Positive,Yes,UK,15.5,0,71
REV0873,2022-02-07,2022,2,Too much data collection and privacy invasion issues Uninstalling this app now.,1,Negative,No,India,15.0,3,79
REV0950,2022-02-11,2022,2,App is very slow and takes too long to load caller info Please fix this immediately.,1,Negative,Yes,India,15.5,1,84
REV0694,2022-02-14,2022,2,Not bad but definitely not the best caller ID app out there Could be better.,3,Neutral,Yes,India,15.0,1,76
REV0470,2022-02-14,2022,2,Too much data collection and privacy invasion issues Zero stars if possible.,2,Negative,No,India,13.0,1,76
REV0138,2022-02-15,2022,2,Wonderful app with great user interface and smooth performance Best decision to download this.,5,Positive,Yes,Nigeria,14.5,1,94
REV0864,2022-02-15,2022,2,Very helpful app for identifying unknown callers and blocking spam Will definitely recommend to friends.,5,Positive,Yes,Brazil,13.5,8,104
REV0335,2022-02-16,2022,2,Love how it instantly identifies unknown numbers Very satisfied with this app.,5,Positive,No,Brazil,13.5,2,78
REV0081,2022-02-18,2022,2,Terrible customer support and no response to complaints Please fix this immediately.,2,Negative,Yes,USA,15.0,6,84
REV0397,2022-02-20,2022,2,"Best caller ID app I have ever used, works perfectly Very satisfied with this app.",5,Positive,No,Brazil,15.5,5,82
REV0095,2022-02-23,2022,2,Very helpful app for identifying unknown callers and blocking spam Highly recommended!,5,Positive,Yes,India,15.5,1,86
REV0401,2022-02-26,2022,2,Very helpful app for identifying unknown callers and blocking spam Will definitely recommend to friends.,4,Positive,Yes,India,15.0,2,104
REV0893,2022-02-26,2022,2,"Best caller ID app I have ever used, works perfectly Will definitely recommend to friends.",5,Positive,No,India,14.0,11,90
REV0667,2022-02-27,2022,2,"Really useful app, cannot imagine using phone without it Best decision to download this.",5,Positive,No,India,15.0,4,88
REV0726,2022-02-27,2022,2,Battery draining app that makes phone run hot all the time Needs major improvements.,1,Negative,No,Indonesia,15.0,2,84
REV0994,2022-02-28,2022,2,Too much data collection and privacy invasion issues Needs major improvements.,2,Negative,Yes,Indonesia,14.5,4,78
REV0711,2022-03-03,2022,3,"Excellent spam detection feature, highly recommended Will definitely recommend to friends.",5,Positive,Yes,India,15.0,1,90
REV0277,2022-03-06,2022,3,Terrible customer support and no response to complaints Needs major improvements.,1,Negative,Yes,India,15.0,2,81
REV0279,2022-03-08,2022,3,Wonderful app with great user interface and smooth performance Great job developers.,5,Positive,No,Nigeria,15.5,4,84
REV0863,2022-03-08,2022,3,Fantastic app that works flawlessly without any issues Highly recommended!,4,Positive,No,Brazil,15.5,0,74
REV0826,2022-03-08,2022,3,Great app for blocking unwanted calls and identifying callers Best decision to download this.,4,Positive,Yes,UK,14.5,4,93
REV0767,2022-03-11,2022,3,App is very slow and takes too long to load caller info Very disappointed.,1,Negative,No,India,14.0,4,74
REV0097,2022-03-14,2022,3,Outstanding performance and very accurate caller ID Great job developers.,5,Positive,Yes,India,14.5,11,73
REV0468,2022-03-16,2022,3,"Mixed experience with this app, some features work well Just okay for now.",4,Neutral,No,Indonesia,15.5,0,74
REV0766,2022-03-18,2022,3,"Disappointed with quality, expected much better performance Needs major improvements.",1,Negative,Yes,India,14.5,3,85
REV0444,2022-03-18,2022,3,Truecaller is a must-have app for every smartphone user Best decision to download this.,5,Positive,No,Nigeria,14.0,3,87
REV0325,2022-03-18,2022,3,Battery draining app that makes phone run hot all the time Very disappointed.,1,Negative,Yes,India,14.5,1,77
REV0794,2022-03-19,2022,3,Love how it instantly identifies unknown numbers Will definitely recommend to friends.,5,Positive,No,Indonesia,15.5,0,86
REV0387,2022-03-20,2022,3,"Excellent spam detection feature, highly recommended Five stars from me.",5,Positive,Yes,India,15.5,3,72
REV0792,2022-03-23,2022,3,Amazing app that saves time by filtering spam calls Five stars from me.,4,Positive,Yes,Brazil,14.5,1,71
REV0492,2022-03-23,2022,3,"Excellent spam detection feature, highly recommended Keep up the good work.",5,Positive,Yes,Indonesia,15.5,3,75
REV0541,2022-03-23,2022,3,Very helpful app for identifying unknown callers and blocking spam Highly recommended!,5,Positive,Yes,UK,15.0,0,86
REV0473,2022-03-23,2022,3,Brilliant app for managing calls and blocking telemarketers Will definitely recommend to friends.,4,Positive,Yes,Nigeria,15.5,0,97
REV0968,2022-03-25,2022,3,Outstanding performance and very accurate caller ID Highly recommended!,5,Positive,No,India,14.5,11,71
REV0442,2022-03-25,2022,3,Acceptable performance but premium features are overpriced Not fully satisfied.,3,Neutral,No,India,14.0,1,79
REV0459,2022-03-27,2022,3,Battery draining app that makes phone run hot all the time Needs major improvements.,2,Negative,No,UK,14.0,1,84
REV0554,2022-04-01,2022,4,Too much data collection and privacy invasion issues Please fix this immediately.,2,Negative,No,India,15.5,2,81
REV0836,2022-04-02,2022,4,Very helpful app for identifying unknown callers and blocking spam Keep up the good work.,5,Positive,Yes,USA,14.0,0,89
REV0488,2022-04-04,2022,4,"Disappointed with quality, expected much better performance Zero stars if possible.",1,Negative,Yes,Nigeria,15.5,12,83
REV0627,2022-04-07,2022,4,Wonderful app with great user interface and smooth performance Highly recommended!,5,Positive,Yes,Brazil,13.5,3,82
REV0782,2022-04-07,2022,4,Perfect solution for spam calls and unknown numbers Best decision to download this.,4,Positive,Yes,Indonesia,14.5,1,83
REV0641,2022-04-10,2022,4,Truecaller is a must-have app for every smartphone user Best decision to download this.,4,Positive,No,India,14.0,3,87
REV0438,2022-04-13,2022,4,Superb caller identification and spam protection features Keep up the good work.,5,Positive,Yes,Indonesia,13.5,3,80
